Name,Status,Price,Stars,Ratings,URL,UPC
High Hardness Anti-blue Progressive Far And Near Dual Use Reading Glasses,Brand New,"72,565.18 VND",Ope,Sponsored,https://www.ebay.com/itm/125472846928?_skw=glasses&itmmeta=01JD7HN0ZYGTYVYMJEVA46E0CC&hash=item1d36c3b450%3Ag%3AzvMAAOSw-i1i%7E%7Eex&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm292yBqWDfFuy99sN4jx8vlZd3J7VqThylhF4SOV29HeUUjmJ3%2Bh%2BMgnzDaJkXqbSEoWgg%2BgNENIRw6FiociSwS1XIShRgM6VMN9GM69TcYfgwOVeISM11yQFGyLW7ZMxiBNSLN%2BCan2scU2nKDUzbIWfluiC7h3Fx1m4JOHl6um%2FaEzwDYvG5l2SmSQQr2tzPWItfGwbzE%2BzUqppUXb6q4WzaqUOW1Igkn8oBCW%2FxGTb96xj9jmU3aOoTP3LaXFmiyKQMBeEEt%2BAlqsHYJkHZ%7Ctkp%3ABFBM1JDU8elk&var=426500778170,
Reading Glasses +6.50 +7.00 +7.50 +8.00 Highly Strength Readers PC Frame Eyewear,Brand New,"297,113.04 VND",Ope,Sponsored,https://www.ebay.com/itm/275913987524?_skw=glasses&itmmeta=01JD7HN0ZYCYB0G5G8ZGSMWQT1&hash=item403dc155c4%3Ag%3A73EAAOSwVb5mGNyc&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkO1vEpikdGtS7gdjRAySRIQLhFaOKewlESSvltH2ohcl%2BxIH0fdclrrurMsF%2BIZY%2FXayr2QDwy3S0c8X7mxJEETjkAWKqABfEfQhfQfgxvIJknU0Bazm8lAXEF2iEKho6c2GCes6r8BS5271XMFbSkid6nDdyG6MJHTxoaAObDrF6SYrnUFYax5GqaE7hPSrGZZ3p0sBCIdSunsD80xgghlCqkKpI7cTr%2FqcAwFuMkZik7u%2B3Hu%2BjIjC0HT2zTWMWVkwnazozPDK5TqUQBXgSH%7Ctkp%3ABk9SR9aQ1PHpZA&var=577935475600,
Oversize Square Anti Blue Light Reading Glasses Men Women Large Frame Glasses  ,New (Other),"218,341.43 VND",Ope,Sponsored,https://www.ebay.com/itm/266219165098?_skw=glasses&itmmeta=01JD7HN0ZYK066RTQ30FD0PRDY&hash=item3dfbe615aa%3Ag%3AahoAAOSwM3lkOS45&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnIG5%2BtZLN%2FGi0ZODRl%2F0O%2FWD8FcoavCF67DIVsO0m%2BssMbDkaDoXkIebhIrM6yX%2B0e%2FqhXKhuaJZ6z4raPVgmMZp6Mx%2Bj61hxDzVL9xRphqna5K5MBdOgYY3eisOoBhRvuIPZ36PCP%2FbhPAxcONbbL36bpTWl2YuOg%2Fv5ANaj%2Ff%2FGHLqhHZt3l7kXL0tAG%2Buu88HJUhiMJ4IZ%2F5M1tRMwBwFAqxrnOFRablhvxOW8jqg%3D%3D%7Ctkp%3ABk9SR9aQ1PHpZA&var=566041882784,
Reading Glasses Readers 4 Pack for Men and Women Classic Style Square Frame New ,Brand New,"189,349.20 VND",Ope,Sponsored,https://www.ebay.com/itm/233816696418?_skw=glasses&itmmeta=01JD7HN109MJA72PRR2CANNMW1&hash=item36708fa662%3Ag%3AXn8AAOSwMplf0rds&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlVhdvwpL80spPgzHotlRB%2BG98%2FgMFg7zN--%2FCXcwIVMlJZwPg9cxFYQCBY89RviypQWLp7j72ZFMr%2FlUazOHlvfy35ofCE6KE%2F1cG794YKBs0VOK%2BEzZ%2FktOnjYPW3XU%2FIGONDONu%2BTX2ye2PNI0tBk38VpE4F4fDpIh3Db424E8ov%2Fqah%2FmQmKIa9hst3JV7f2Z5a07f5PRfyY12c2uA%2FIpHoeNgBGL%2Bp47iXmNw8jhTEu2SFPofXq5q7dr73wv0MBtl4sdDGFfgBZfkoW0jV%7Ctkp%3ABFBMhJHU8elk&var=533487340843,
Men Women Thick Frame Anti Blue Light Reading Glasses Classic Square Glasses New,New (Other),"200,977.02 VND",Ope,Sponsored,https://www.ebay.com/itm/374765690294?_skw=glasses&itmmeta=01JD7HN109TDK6AFJJ1SY5VZ7A&hash=item5741c69db6%3Ag%3AFEEAAOSwgVVkZH2-&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkmSCvETw1ZdidH08ySA9k6jnqD9yOzUii1STF9HcGb809ZKIBlVknm4kNcXoyxbPB38vH%2B2pSRjEXeRKPrMJpv1kAHnPQSHaDslJk%2Bwg3uNQLQZp%2FeAWiEjrDQKmpCnF8dATs%2B46LiLUn4R9iYPoL9YQ%2FJkK%2BSkck1CtdYRJSYeojyo8%2FvPLkO9ks%2BHIkPVIn4Bba21%2BAJXnCJDmjt2W%2FOyY8Kbq4XhZTalRATpOfc%2BPG5X7xnxDYMpV38FneeJOrML5RYxGXMglXTtZOGlCn1%7Ctkp%3ABFBMhJHU8elk&var=643800540727,
Blue Ray Blocking Square Eyeglasses Business Reading Glasses  Men,Brand New,"79,747.68 VND",Ope,Sponsored,https://www.ebay.com/itm/115961673358?_skw=glasses&itmmeta=01JD7HN109DW93SPR9RR3NY5YT&hash=item1affdab68e%3Ag%3AbpYAAOSwHT9lQy7D&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl0o0Wrz7K1Iv4rYFSYiVqVWLvDT%2F1d8bTWz91L7oLWAvRrLq%2BgHACTVaCmsDmkF42a0ag0SloNDE%2BJku2JSVB15d4LLHLQXa%2BWcm%2BlwItwHt8zyjcaHPeUqOJci1DRZYDLzVvKCBQxNzMX82DPJuOTIDk%2BMFnXBOKt%2FaUUAtzokJNj0t0DSjbzZXy5QV%2B4BJxAlgmQ28qYyYdIXJpfjEUfKTz3lZPnyyFLQWEJ51KDPpq%2FS0ceeTocsaOyYoA5rDHbaNVnlYajdB4uZ0zcNR4a%7Ctkp%3ABk9SR4SR1PHpZA&var=416099619743,
Resin Magnifying Presbyopia Eyewear Eyeglasses Reading Glasses Vision Care,Brand New,"87,473.59 VND",Ope,Sponsored,https://www.ebay.com/itm/314489865617?_skw=glasses&itmmeta=01JD7HN109PMCT803K1BPN1CAE&hash=item49390e8591%3Ag%3AUJAAAOSw3ztkJFqw&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkzm6z4VoxArF1tD4elvh%2FSiNSCKuVDt2hmhSNkioB0ZBJQK0iQHcXjrX8nIhKvfC0eAbvCspWGISCLFr68iyAfAl30Z2INabvkUxtboS9qRKKJ8kGprJftW6m%2Bro7tsoLSxjIxExVYlvhr%2F%2BVz52Idhr49HXWvgGW%2FVSGWqmKIG43lRITs4SiBSrmcWGi0fvCDWUI1%2FB9Jh2h7LC2M5Av7jcIL8ltfLDafNqTJkevtGw%3D%3D%7Ctkp%3ABk9SR4SR1PHpZA&var=613062949488,
Small Frame Cat Eye Anti Blue Light Reading Glasses For Women Presbyopic Readers,New without tags,"245,264.40 VND",Ope,Sponsored,https://www.ebay.com/itm/387027610574?_skw=glasses&itmmeta=01JD7HN109ZMWCEGGWJJQDBZ4K&hash=item5a1ca4abce%3Ag%3AzoYAAOSwwN5mE4eA&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmNpsnEdlmF885gDzwYGSVk85%2FpS0wkH%2BeVJaxK8KP%2Fgep935qhcj4O1tyLHPIwaB228Zr0VBRk0C436Dvvd68TfW3IirYxVjUo92%2FVDA0bpTmeARdtpsIM1CwKuyFXFuc2NPC0nluv9uKk3Gn8X%2BKssZ5NFwslr%2BqqXyGmgWNHAOjwDAxp%2Fg%2FbV9rr2eQaIpqd0%2BKAsNGjPZSP8%2Fpt9Ucmrh5fFknEbRzzZ8oRDfprrIoVm8ucxxuAvsjNNnbtkiHysddZmY7aO6RWC4STxpOp%7Ctkp%3ABk9SR4SR1PHpZA&var=654301150775,
Photochromic Gray Reading Glasses Men Women Wooden Temple Round Frame Sunglasses,New without tags,"330,153.84 VND",Ope,Sponsored,https://www.ebay.com/itm/335460876956?_skw=glasses&itmmeta=01JD7HN109E891T6E8S996RR1X&hash=item4e1b06c29c%3Ag%3AIVIAAOSw1CJmfQbF&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm4%2BLcV9vprs8nRSAmiir5Q3Ce1kVYWOrG%2F8VTaMqKVJ5t94uAg8vwJVEIMWIDQ7maqAdKxjfhh9n0dXy8dmMbow%2BYU72s%2F6svJnwxi%2BTgqTs%2B%2FQsxUmARBkGHvYwHuY5YGR6Q6r2Juz%2FyhZ5MaKiQKGGoRM%2Fp61NtZRZAbTEEz1GWnzfZGVQQTTFQSd0OnS8O6nv9oFyGDpNwy6ffOYUU5%2BeTxzsJ5K1wzeNjC%2Fx1rRB33c5EeDy2lx8R83Kk7UuLacMII7higelew7OZXWR1i%7Ctkp%3ABk9SR4SR1PHpZA&var=544888331656,
Metal Square Progressive Photochromic Reading Glasses For Men Outdoor Sunglasses,New without tags,"299,654.64 VND",Ope,Sponsored,https://www.ebay.com/itm/266544392845?_skw=glasses&itmmeta=01JD7HN109Z9YCV7Q0XPDQA838&hash=item3e0f48aa8d%3Ag%3Aut8AAOSwd4ZlaYm4&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnDDzMaEjFJ3156m110Rg%2BLkXMUp2%2BnSL0aiOyU6XX1ed8kKXkepa4kzEYqHKB%2B1Ts4kakW82x0zN3a500fS4RCQ5roJHPm14WcrXmaEsdxDxE53kJlUBtTnCmB%2BxtVrmxCnE6tv16o1%2BqcClKhbGZkMh85w0wetyTna1HtismmRGC4tQzSq3aAvRylLn7K3eDdTloJHf00qxG7GdHbtKv35sfW%2BXY6RbzPlNPDmKubea1QEPdawDv8I7EhemAcozcCO3JKT1AlXdhvtD9wRBHv%7Ctkp%3ABk9SR4KR1PHpZA&var=566316581144,
