Name,Status,Price,Stars,Ratings,URL,UPC
Cotton Socks Men Women Breathable Ankle Socks Solid Short Boat Sock Summer -,Brand New,"48,036.24 VND",Ope,Sponsored,https://www.ebay.com/itm/355239275034?_skw=socks&itmmeta=01JD7J7YDZMCFXG7BEQED4BE0C&hash=item52b5e92a1a%3Ag%3AieQAAOSw%7ELNgpgKu&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm99be9IrMAelbnH9Z2N2LUKS9wBMSkiY1jZf2wUIawz1x3G6obt2XtnZAI8yWpAXQ5cK%2BDcOmVVzxrPpPsV9F2dJak4Kt%2BTH4%2B6%2FlK00zXraARTf%2FnOJy0yltPocC31GqB9Z%2FKAi8vqRt9UU2HRcHfjIBEUhgdXRXsxdj%2F3ESgdx29FLLco3XGlQMLYtqr7TkAzbVNy6jl%2B0yKf2RqvlORbQgInE446sHWJ9bJT%2BicN4TVBz6%2BcyPSzchnVXFh%2FoYnLuQDjpz7EurYU%2FrrnLOp%7Ctkp%3ABk9SR6Dnn_LpZA&var=624456974786,
5~20 Dozens Wholesale Lots Men Women Diabetic Crew Socks Size 9-11 10-13 13-15,Brand New,"469,941.84 VND",Ope,Sponsored,https://www.ebay.com/itm/125935910257?_skw=socks&itmmeta=01JD7J7YDYBD104SJGWRPCS4G0&hash=item1d525d7d71%3Ag%3AM-YAAOSwhh1k8HVm&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl%2FJA6U10CRGfjiGR4RmyoePis2fOdgn34OoKnktBYebOQhe%2FcB0J%2B79JUB%2FzvBjOdYXrjrlpcJBRjTxy8B79YjbNtgUsGLcgW6O9XQHIuKyxsv1kebGIwGh6Md%2BxDMqdw%2FsKmOcW36tvsloED%2Bm1uqKLPoyTRo%2BSvQmFD%2B5nkspk2MSrdG%2Bgwfvn6tG3%2BkVsEwLOHvrsTw2zwseWOoV%2BLwcuCJanhNsZmWsnEF0AWLcBLJyPEcEUzelYyYcMgiH24hKUkQnHK2Dk7DMlAqzlhg%7Ctkp%3ABFBMnuef8ulk&var=426886870978,
3-12 Pairs Men Circulatory Health Diabetic Ankle Socks Quarter 9-11 10-13 13-15,Brand New,"253,905.84 VND",Ope,Sponsored,https://www.ebay.com/itm/123210233208?_skw=socks&itmmeta=01JD7J7YEA96X7JY4Q7VGSY8PH&hash=item1cafe6f578%3Ag%3AWh8AAOSwGqNkH4BV&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmEDBqCqN49Zo2Vy%2Bk9QtnvKs7oyLjy7pOs4wtLdXYFMC5QcTrmGU1taeErT%2FfdwZpm9%2FhRNr0nhbZG3kQl0%2B72zoIhrn4O10ybcq41JbjFX82%2BmMkQ6AMKJtU6ZZn1IDa88yEt645J8lKPf%2Bn2iVYT8hMJWm1odDw8z692Lr6BTqxE8uSXni2FHs2vkXmpIfYVZ2j6wQARowWdAKvpDrqO0ZDtle6z4KICkaDRZKWdLGoQQNoH0t7Hvnvpc3O6xLdKZhK9dC2V6Rz9z%2BIb2llh%7Ctkp%3ABFBM0uef8ulk&var=426846614833,
3-12 Pairs Mens Heated Socks Winter Warm Thermal Boot Sox Heavy Duty Size 10-13,Brand New,"292,029.84 VND",Ope,Sponsored,https://www.ebay.com/itm/126126105407?_skw=socks&itmmeta=01JD7J7YEABT46SRYNBR067FX8&hash=item1d5db3a33f%3Ag%3AL0oAAOSwuaFlwTX-&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlj%2Fs1dRbIq4kwXdg6O2nPDB1nsHsm52KrsLvYhjEy1jikmslLYoGsiuU0Jw8Dez80VRVlKkqf5PCkUAdZqx0MJrSQ9mg2Ot%2FVCIsCb9%2F4dqZOgWW7Ec6BwrBfkfCvN%2BTxu5wBSRv9dnaDVDgVt1PvHkn0GI7EX3OoaPvtwWofV6QnBPIPcp2%2BhA6gnRmGXDpFhwwpOQIeaI5lss3LGCZL2bf538kMVOnNgv%2BhJyxkJUVeNH6IkpAbMaOkZ2TWRMYKt7LPA2wrZEsSafVWp8ezd%7Ctkp%3ABFBM0uef8ulk&var=427355339373,
1Pair Men's Cotton Short Socks Breathable Ankle Low Sports Cut Socks Casual20249,Brand New,"31,261.68 VND",Ope,Sponsored,https://www.ebay.com/itm/296671809739?_skw=socks&itmmeta=01JD7J7YEAYWSJ2KCYRWEXCKE2&hash=item45130490cb%3Ag%3A91sAAOSwLAtf9EMS&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlBewW5e33kYMtFRmZpyrFlGXAEouk2Yk5J%2BuFB6fUC2lj9d74nrFg4%2Buff%2FKzCZ9kUU%2BLW6VM6brlV3IeopD3XHOMUJdukTJF4N%2FbF2CDkrIuzI5GWqgnARl%2FKIEcZgiwYZ0SHnjkD%2Flu%2FdyB%2FzIQ0QX3vvXAaByG2xkrZ8N2mncsOqPlW41vhgsOxIKpOTfgNXnXj82%2F8sq7f7Ob3VlXH0XX%2BwHWCLsuCXqDCBa7FvDj%2BHRF8di%2FE8cA7c%2BBg9%2FdkjLOyU1YuwKie6Z7BYRLu%7Ctkp%3ABk9SR9Lnn_LpZA&var=594522319347,
MultiPack Men's Black Luxury Bamboo Super Soft Anti Bacterial Socks A Lot:) 6 11,Brand New,"96,468.97 VND",Ope,Sponsored,https://www.ebay.com/itm/182136483988?_skw=socks&itmmeta=01JD7J7YDZBSSMHNYJNCQY3ERY&hash=item2a682e3094%3Ag%3AfaMAAOSwdWBXOgrK&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnglp36EGwN3MNy7MFZB%2BS%2Fexxi%2F2p1GofHliywUhjHSwzyr1ETWtCoxIlTXGpO5rbPyyaRmE6LpB0fu7b%2FmFzNGKrugFnelRUIz80nBADJhsZbYmDRyP0cGKE%2BthZ94YEq2aaPH8PBpsJz3O%2BMHdbF56d4ByP8JWEq%2FwLmiNIL3u3xa2s3%2F0QUnV7rJLn9oL7%2BMxochKoO9MV7aZhXssPHO4FMavPHMpRe9HM5gi4tAYbZ2AhT%2FDBo2OvZ39zV7VGMt4eW3wPJu5ZrJ%2F7lu4Wy%7Ctkp%3ABk9SR6Dnn_LpZA&var=692335350816,
Men's Dress Socks Funky Fashion Casual Cotton 12 Pairs size 10-13,Brand New,"456,217.20 VND",Ope,Sponsored,https://www.ebay.com/itm/122918029740?_skw=socks&itmmeta=01JD7J7YEA1THTPJ1EK1V2W2A1&hash=item1c9e7c49ac%3Ag%3ACAUAAOSwZqlcQ4EG&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlJ0ls7sOs0lBQQt%2Fur6rg733LkOTyCJxWpmdfo3So25nomKenkYXOiqmysnjXfH4oIB1IJM%2FBSkZ79YTbWQrzRR3r8mq95Q9qt1laNj86kkeKFHeBLvNLREgA6qrW2B5eNTTCjRNFFlnL%2BWMm6LtgiwZeicqDhjdkn4e%2FXj%2FyRGFWLtVwQ69NL%2Fg7MfjeM3GkQKAYGo9oSRUTBf7ojxhVxzIufE31kjX159JB%2FAf4GaQ%3D%3D%7Ctkp%3ABk9SR9Lnn_LpZA&var=424174282689,
3 Pairs Ladies Mens Thick Insulated Winter Low Cut Thermal Ankle Trainer Socks,Brand New,"289,085.35 VND",Ope,Sponsored,https://www.ebay.com/itm/112845933034?_skw=socks&itmmeta=01JD7J7YEAWZW8Z8WKBEY36XQ8&hash=item1a462449ea%3Ag%3AcZIAAOSwPNBdXqxJ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKln3CEqD8n3O41bAuNy5YIfNsUA4gQm8wYgiy%2B6J%2FyKWGPEfHOdaznoVSgmto%2FpEgY1LNu5%2B9hezUf1Fc1cFoswrCObqikyyvcx%2Fv8GNCOU2TpK4%2BTHxtAdMIXFJUdqqrTmNjijgOU2nV5Fwo43MhqXVeELg%2F1TD6ZPbjr2Ky%2BcOC0SFAGmQV7SwHXv1MbVth%2FLzcdlQDrElBvouLSojd5BL%2B04PwINCmTc1L%2FtakJNlw%3D%3D%7Ctkp%3ABk9SR9Lnn_LpZA&var=413782541018,
Mens Wool Blend Military Action Army Knee High Boot Socks for Cold Weather,Brand New,"321,241.67 VND",Ope,Sponsored,https://www.ebay.com/itm/114120952200?_skw=socks&itmmeta=01JD7J7YEA5PT48PWY6JEF1PZ7&hash=item1a92238988%3Ag%3AHsYAAOSwcOBeTAix&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkHZzXOa3k871XiwP1C4XMgc28iiMrzbAGDgufVWJhtqT%2Ffd1YTY65uano%2FbSGvdzY7Od%2Fyh3jPe9QMYaUZvMTqQkQFSUsPELPaRb5Fh7C0rR0wwKV5am3IJ%2BkIP8zbAiprugO4uGMkxxP34HncQGi5SEuQBnqyG47C1KZfAAPRpgFjytfVNl%2FCUrfsrM9X9OmHvUrDBerFuiIu9kBT2HvAbDGB9OxRS5iAD%2F0XVPxn5g%3D%3D%7Ctkp%3ABk9SR9Lnn_LpZA&var=414387390158,
Nike Everyday Unisex Dri-FIT  3 Pairs Cotton Cushioned Crew Socks,Brand New,"508,065.84 VND",Ope,(7),https://www.ebay.com/itm/315414164116?_skw=socks&epid=17034382631&itmmeta=01JD7J7YEAC7KXPA8DDZ17QXCZ&hash=item4970263294%3Ag%3Aq8YAAOSw18Bm33dz&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlfCrGH6D1SWe%2FzU07wgH9j8jnO3UB1U8zlFRL9gprYjokaE%2BgBNISjzQs7EZ3%2FMdi2m87HJ5rYgiFXKiUH%2FnoVoLJqC%2BdQOX8tHgH1UOAiSAhkxFFMWlVm%2BLZ1AaCgtj8hSlIUObPPRIUs997yxUxNSn84eYqCYXl1lZGYu%2B8bAR7w252UrTrxOhYwRr3VMumwMrPhze6gzBoXqPah3Ng7jT8r0bJ85UG%2F69dtnn2z%2Bg%3D%3D%7Ctkp%3ABk9SR9Lnn_LpZA&var=613903992427,
