Name,Status,Price,Stars,Ratings,URL,UPC
MICRON MTFDHAL3T8TDP-1AT1ZA 3.84TB U.2 NVME MICRON 9300 PRO 2.5 SSD,Pre-Owned,"4,545,508.95 VND",Ope,Sponsored,https://www.ebay.com/itm/166987093788?_skw=ssd&epid=21064703354&itmmeta=01JD50P30V1PFS6ZNBJKF12SPP&hash=item26e134d71c:g:o1YAAOSwZt9m8Z-h&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmphFFcvPAsxReXXI275X6trYCRijQCEHSDjjVMO%2Fm3jafj3K415ZfQUVqmObm9W9fgcNtxGYNpk3%2BKR7Bcai%2FD%2FzcRLRMVet44o2osWgepuJL%2Ffbk5NB1PNVF48qSVs4eur6oRrFXGM2veF1GQoy9LhRYs19iUhu6Tixwnw3Toc3x25KbExAjMBxxksY58uaJLd17Ao4oPWLnPGO%2BC%2BRXFn17uCglmdSt9puboi7c%2BMY4OWZnshwb0jaB0of%2FQglRLUXYkKpAop2x9ioY42gux%7Ctkp%3ABk9SR-Sw2KDpZA,
"Samsung PM983 960GB SSD 2.5"" NVMe PCIe Gen 3 U.2 MZQLB960HAJR-00007 MZ-QLB9600",Pre-Owned,"1,595,182.80 VND",Ope,Sponsored,https://www.ebay.com/itm/156360030905?_skw=ssd&itmmeta=01JD50P30VH4MHDX9VX4GDBS7R&hash=item2467c8bab9:g:5kgAAOSwXwtmwEjz&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmNoOsdCF7OtFdyw3S7jQTHSaEzI%2BmY0PikmEOL0Dh5QSbPUroczRo49agFWk6cPfUMxjRbiDyl%2BA0jlNPpUS2emTRiddE95J5ba1djW3R%2BnbGMjXtHh1ZYs81wZtk%2B83DmYplV27oFnJh0bB5y0kAalHBnEPNOwVrDz66K2%2BIwnyjX0Pdv%2FX8vDvDn8k71i%2B8yNaUXw2uxdUk4Ch2a27MvoaXL9j5nPdfWQTiF%2BzcRESCIvxSO3AXB7dPFoA8I7PmDoUmGNbWxA49U%2BNRKYg4M%7Ctkp%3ABk9SR-Sw2KDpZA,
Samsung SSD 1TB PM981 M.2 2280 NVME MZVLB1T0HBLR-000L7 MZ-VLB1T00 Lenovo Laptop,Pre-Owned,"1,352,646.89 VND",Ope,Sponsored,https://www.ebay.com/itm/296782023847?_skw=ssd&itmmeta=01JD50P30V24DSM8VSFPZY47FV&hash=item4519964ca7:g:iYoAAOSw8MhmiHH9&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn5NFAW6NnGVMJWCkJDUQYAwMxuAmG1ZdfOuSOzxESEz8WAqfcl%2FXFqJOvXn3i45qgBhODqNIf4d%2FhhIufSaMem%2FkCfMbrSeH2THAoJmExcoLcfqig%2BU%2BLSFS2wrUn2WR8ExSFWgioHLlcfpKwvdS8WAIiDRqSPalT1tKSu1Pn7KfZOOtlxcI2vi0QmpYP4MdbV9Yb6RD68gqGYgxQrGHiZYC8IEG%2BFnfDbniA%2Bg1nDQhq4Gme05qgbmfi%2BgIG7mC5PMYciw2P5JJcscjXeXMi9%7Ctkp%3ABk9SR-Sw2KDpZA,
"Patriot P220 512GB SSD 2.5"" SATA III 6GB/s Internal Solid State Drive For PC/MAC",Brand New,"698,273.49 VND",Ope,Sponsored,https://www.ebay.com/itm/175999157274?_skw=ssd&itmmeta=01JD50P30VR9W5RGY8YWNZJ16F&hash=item28fa5e041a%3Ag%3Av%7E0AAOSwjtBlQDBE&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkxKPRzh%2BvENZBG6Ki%2Fsm2setYEuurAlIQ7AtoQ6i%2BBOz%2F11FlMNEbeuii37piiEQ20CdJuJe8ZuWkbHRPqo%2F8JCqhnGqXSxH4%2BkTZj%2BTetfG%2FdKQFxnwglU1ZkwxGWgetPMcl1jXZ%2F%2Bss84nECj4XsQrmTA7tMu0MEUMGLALJAv5I8s5EVC4MskaYi10z%2FscvLvE9ClVDkUQ%2BtXqJtoNbaRa6j0M5UMkFGLWhKCi3akPaRMZeKnoV2QEwk7QPIfT4RERAVrJ%2FGXEK4G%2FFExlwi%7Ctkp%3ABk9SR-Sw2KDpZA&var=475435618493,
WD Blue SN580 NVMe Internal Solid State Drive SSD,Brand New,"964,983.99 VND",Ope,Sponsored,https://www.ebay.com/itm/186465955327?_skw=ssd&itmmeta=01JD50P30VTFMJB924BVFCD28H&hash=item2b6a3cadff%3Ag%3A63QAAOSwtQVmV6LJ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmqoD%2FTWrsEVsxF%2BFmFEqOdU3qXcyzel9TA2fxKlkPlaXox1y55gqWRua0nS1d5vIKIHswZVScQcHbV%2Bg6sHdQpHMKQKaDdtn%2BltMkP3XW30IE8iaZBoGBwp8a8gBA%2BFZF3ZXBNGkb1auR6TTInfWf97jeXBUF2lfJXYo1hDPBMtW8or0ikvliT6yMU9dG%2B%2B4Acbi0EhIUL%2BEMgp%2BnDsurSG8nPLEU9EOx0NnABodsiwQ%3D%3D%7Ctkp%3ABk9SR-Sw2KDpZA&var=694516335224,
128GB BINGOGO PATA IDE 44 Pin SSD For IBM Laptop T40 T41 T42 T43 X31 X32 X22 R51,Brand New,"743,810.83 VND",Ope,Sponsored,https://www.ebay.com/itm/354064274931?_skw=ssd&itmmeta=01JD50P30VSHG3DAJ3P3NDY55F&hash=item526fe015f3:g:-CIAAOSwsR5hmweH&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKllA8i0WCMBWpBxAObpLZRUdzZNUU4H%2Fi%2B8tJAPP%2BEQUKF4Io%2BdEG3IhvLieV4NxCelK2XeuTfHbIw8o12E38jAkrtJTh7YOOGyxjg%2BsTUZbNoPkp28Nx7jECd3cJlEjbTR7bi8ieVVMok0VYsYb2Auci%2F3hZ08RXavkaJ%2Fqe2kOk97eRkUVV%2BH8r0F0OHy3w%2FoTyNu9gxwj%2Bz24AxChBbo%2BqH8I%2FQ%2FIVejzXdRoZcv6ZjHf3P7uq6BxuU%2B1NOvASES8LdPPHTiqIpoIillm8se%7Ctkp%3ABk9SR-Sw2KDpZA,
Patriot VP4000 Mini 1TB M.2 2230 PCIe Gen4 x4 NVMe Internal SSD ROG Ally/Steam,Brand New,"1,549,206.99 VND",Ope,Sponsored,https://www.ebay.com/itm/176086460199?_skw=ssd&epid=10064435780&itmmeta=01JD50P30V4SAB3Q4Q16DCKCAG&hash=item28ff922727:g:mbkAAOSwPyhlckw7&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlNQOeeVA%2B8b0YIhrDsVH%2BMBizK99E5cV%2B9WBrUCXmPlt%2BFQfo%2FyIhZIUF7knkhYB%2Bec2ScdI7Ex2fpUzu4Btc5QZczPBo2x%2BnXn6%2BED7Gi2vtO1iwa%2BCXXMJwNQbYeFfg11CCq7eO5Wz9bR%2BP49ib8YD4DS7a0RJgVCUlg9BJM881x8AyMDLK8r0S4QgwTaj7JG6DTote5Hcy9iQGgMetOxbcpL0ho5DZeGoGRmRInjlOUR43T0t9nJY8lckmys%2BGZX8boNbAlG3Fudyi3nfIk%7Ctkp%3ABk9SR-Sw2KDpZA,
WD BLACK 2TB SN770 SSD Solid State Drive WDS200T3X0E 100% good health 0 write,Open Box,"2,438,496.00 VND",Ope,Sponsored,https://www.ebay.com/itm/186723391829?_skw=ssd&epid=23052568156&itmmeta=01JD50P30VAAG8FT2YZHDG63AE&hash=item2b7994d955:g:mOsAAOSwUNdmNSHr&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm1CquJmi8L6EfmZlMzObxdZ%2FyY7ibwd%2BypY4xFtKfa6nLP7Jynkaji4i03%2BQWsBjCIsZgh5G28gkC0jnBCQtVk3xrewMQBdtZlkH3FOvU4B%2BmUcwUujLG%2FoPNP%2B1nU7v9ew7RR2K%2FxgbtZYpAjfISi%2F1pVelN6XXDLzA4qKo2SNs%2BPeCYi5BUvzX%2BQnXAWaYSacnR1HU7baBkjrtXTIYatyw4VL51NonfNo75Q4apBaHtzUMQybeFgyMWFSy1QDNFQvInZBm4m8qFfGn0Kht1E%7Ctkp%3ABk9SR-Sw2KDpZA,
WD Blue SN570 250GB 500GB 1TB 2TB NVME SSD M.2 2280 Internal Solid State Drive,Brand New,"1,015,785.99 VND",Ope,Sponsored,https://www.ebay.com/itm/186528677742?_skw=ssd&itmmeta=01JD50P30V581TPNFJSYGS2JH5&hash=item2b6df9bf6e%3Ag%3AqVYAAOSw2QVmgX0l&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkRIvty8F0UNSssGJ60gZhSDVjb3o7Yr%2Ft7yp%2FrSaGb%2FEvMMNgc4oO8DX5VN12n%2B8D8pYDjL53sUMMrxYv0uianzDBI2cDziIiU9M3c8QzFpPKgDXdCgw3rpple8HlyHVV%2BClij8jZppHBfov8q67dZZijH9JhYkWssqTdEI%2FVOvTm0R0RJLnW96Gfw0F3kToYr%2FVsSZOf9AMeSyBECxbamTt5pu2qNm%2FvidDLYhSzDdQ%3D%3D%7Ctkp%3ABk9SR-Sw2KDpZA&var=694575091396,
"NEW HPE 2.5"" 800GB SATA 6G G8 G9 Gen10 Server SSD Replace 804599-B21 805365-001",Brand New,"2,252,052.66 VND",Ope,Sponsored,https://www.ebay.com/itm/386322143949?_skw=ssd&itmmeta=01JD50P30VGGY7855AHT9YJNJZ&hash=item59f2981acd:g:9tgAAOSwBMZlZNJW&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmEWzEPVy3rq5GMWvTRFeEmH1QL%2F3aYHY0qoUfDs%2Fvy9UsP%2BqVw4BXdyD1QikwpIxTCB%2B7z1LPfCH9no8zG1crgUWC3Q9wxaL1oHww8pmpRtmNBgyNXBMYh6NM0wrBlu0PRI7Z5U%2BDItWMOc9fs6ltv5uUFjqN%2BEDEmmQGfbL9eL5OMiK%2B0Vl35xKgxLXmjTXUto0Cn3DDNmmczpPbY7C3GMl39noGOHOyONBzxb777cw%3D%3D%7Ctkp%3ABk9SR-Sw2KDpZA,
128GB M.2 SSD Hard Drive SATA SanDisk/Samsung/Lite-On Internal Storage Expansion,Pre-Owned,"200,159.88 VND",Ope,Sponsored,https://www.ebay.com/itm/155471784163?_skw=ssd&itmmeta=01JD50P30VC395CQEB1FYC6X9E&hash=item2432d728e3:g:ObYAAOSwrdRliTsv&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkA%2FG67SDlboK3oSCfi%2B3gWRaMvJp2I%2BUdhCcCOCyyve0qPN0lg9johVtYsdT9Ojjn47cmClnjYaK7TJqzyIfyWUKIhY4Xs2%2BpnlzmWyLN0BTQYuD2B2n8S1pQoimkRCm1XfGbjKST4HVSWZKbB8gvV52hWqVXtq%2B47pej02Am6lNXrPkp2pwtNbm3FGaIrysI33tvPFYXfeNRHnnlaKJdTnSMoavTGK%2FcScbR8hkSR4w%3D%3D%7Ctkp%3ABk9SR-Sw2KDpZA,
Kingston FURY Renegade M.2 2280 2TB PCIe 4.0 SSD - BRAND NEW!,Brand New,"3,301,875.99 VND",Ope,Sponsored,https://www.ebay.com/itm/305781645692?_skw=ssd&epid=14051111180&itmmeta=01JD50P30V5143QW55J06TWT5B&hash=item473201a17c:g:B3IAAOSwkmpm5Mbc&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnc%2FI7dUk7cyCkGhsIJNClM%2FoBajsDV68qkYnRb43uRff2CIr5r32NfpNUImladG2L5JD%2Bqh2O6GIkFW%2B59fEMZRsOkqhkaz76GE3waOzw0NzT%2FSG145QfQz8igty9zFssuWfSFIZdpjQlCDOTu9jOt%2B8WreZeK%2ByxKE1AvLx3tJClJ0eNddxIPeXq45nfS1Q1xqOzu98cInkHOvTs1X8ePgHC1SB3tvuMF4ekfRHo19w%3D%3D%7Ctkp%3ABk9SR-Kw2KDpZA,
MZ-V9E1T0B/AM Samsung 990 EVO 1TB NVMe TLC M.2 Internal SSD New,Brand New,"1,777,815.99 VND",Ope,Sponsored,https://www.ebay.com/itm/186793898579?_skw=ssd&epid=17065069101&itmmeta=01JD50P30VHC1JHH7P1XW8TC6Y&hash=item2b7dc8b253:g:P-MAAOSwILRnI3E~&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn%2FbUKfCF1vcaCN8mhmE6TVeNqfDDDyU6u1XNfFV9hj30prs9Eyfrmbxa6lssAm%2BP67w2xVGC00QnYVy8IOKY9hYwEmMJu0c3dj28%2B0xTzqacc2Duaw8GBnNf6SCtrhYPRkGVGA7Bw5fUxZvfEWJPmAeaY7cNzz4zBvyIplS1qGtQ9vGnqwuQZig2kW2pmchRhNGDYdgRbz8YpXp6EsyrWnZdUZ1Lc5ZzBJzqagWcKdr%2FL1ev%2Fh3h3lZqpaxuj0Bs4WG0iB0ItFlQzerah1ao59%7Ctkp%3ABk9SR-Kw2KDpZA,
New Intel D3-S4520 240GB Solid State Drive M.2 2280 Internal SSDSCKKB240GZR1 SSD,Brand New,"2,103,202.80 VND",Ope,Sponsored,https://www.ebay.com/itm/156474707832?_skw=ssd&itmmeta=01JD50P30VGE56WKMYHE9QS1V8&hash=item246e9e8f78:g:pFsAAOSwDXFnGkiw&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkKHkfdQCuI7GrXxicRIgfqfB7fpWGh7exmoq8jbfgnBUF3%2Bhi%2BfHQZR520ndkJb38MefCbWt1oIRV1Ne%2BZDfZRxRyHzALxnFViGhEr75Rogb9jYbLYSoSwNuQTN3nbvQxmCBEK1SM066pI6deNVhiIZFPmFJHvMxXZn%2Fjse571SGW2TnMHeSw46CGl%2BbAwLi3iGTmR9d%2FWQeQTwb4Mi%2FFueG0tt1doWyAE1xx67rHdiQ%3D%3D%7Ctkp%3ABk9SR-Kw2KDpZA,
1TB WD SN530 / SN560 M.2 NVMe PCIe 2230 CH SSD Surface Laptop 3 4 GO ProX Pro7+,Pre-Owned,"2,030,809.95 VND",Ope,Sponsored,https://www.ebay.com/itm/125386910619?_skw=ssd&itmmeta=01JD50P30VGHESEZMMT2JN47SG&hash=item1d31a46b9b:g:akUAAOSwgWti11WO&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlcnSyzRBmkTgw35gRbwlw7S%2FzCocvuaGZVA%2BXqEjWnkP%2FuzpptTkFaH2EsTwJHkysH12WNo0KX97HWtNPkz3ARbyi%2F00%2FhOBNYO7ARgptxlhowakYhhGn%2FiNsUv2wtsyM9a6ZPfFX6eq1PMw7cfiq6Sw%2FtY0ta6f04pM5DMMEcq5Ds6P3PjVNOGF4V2K85aXr0GYHKG2KYm6u0S83EE4L2acx4dadU1h5xoJqW9O17Ug%3D%3D%7Ctkp%3ABk9SR-Kw2KDpZA,
Netac 2TB 1TB 500GB 256GB M.2 PCIe SSD 2280 NVMe Internal Solid State Drive lot,Brand New,"472,204.59 VND",Ope,Sponsored,https://www.ebay.com/itm/365214461566?_skw=ssd&itmmeta=01JD50P30VSNMFKS6Y4GFHY3GY&hash=item55087a6e7e%3Ag%3AdC0AAOSw2-hnKdbM&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkm5OKsVnu5PVVwEbNjZ2ew5xc4KEJGemb0%2BSmgNWVY8ZSVix1xxu8gzW6YvYKjfrDgQ3jUdrZCH68bUhXnG6ni4%2Fvh26HwPjdMRs8o8v7cIic32kRfIVGflG2OoJjNnSW3%2BMoAUW5NpkjcjG5XWzpmZZuZ7xVfU%2BfVf2KamOAhfwOGZFZ1WOvsOpl0Yw5agOrKwkCY4rjfxFcag9w%2B8lNDH1X4eAtfmh4mZHg7ZM9S1w%3D%3D%7Ctkp%3ABk9SR-Kw2KDpZA&var=634886869169,
"Samsung Solid State Drive SATA 2.5"" V-NAND SSD 860 EVO 2TB MZ-76E2T0",Pre-Owned,"2,897,608.66 VND",Ope,Sponsored,https://www.ebay.com/itm/126759141529?_skw=ssd&itmmeta=01JD50P30VCQPHMQF551Z2BPNP&hash=item1d836f0099:g:qP8AAOSwC3hnLPeE&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm9sFeHQzwOZfrSKl8RlbEpTplw0LYtrqF5xadl%2BdbJdQrubEd4%2BSXsfjlxyR8p1l6%2BDVGyfJOEbDzbpfehaMInUG%2Bdl4JVuBKx0GE9U5cUOat35tGqCNWvQqPXWunNqJFRwZltQoENDGne9WescrBaG4sTeL5hZKXl5Li7LJUa1n53LpQwRnVvSOvEQAoSw4zA%2BNRK1QEwVM9%2BnK7jwd0jt7bYQX3vp3AXv59bLQlYTxf6i5yEpieraPuAWAVIm1a0x4U8DuHCtvHUUeqgtw9B%7Ctkp%3ABk9SR-Kw2KDpZA,
Netac 2TB 1TB 500GB Internal SSD M.2 PCIe3.0 Solid State Drive lot 2.5' SATA,Brand New,"306,082.05 VND",Ope,Sponsored,https://www.ebay.com/itm/315365078928?_skw=ssd&itmmeta=01JD50P30TAHQA555K8PQH0HTJ&hash=item496d393790%3Ag%3Alz4AAOSwMT1mQzQc&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKk2B2b2JCFpGtq318fkXI07aQuz93kVOcrGcnZQ18%2B2RfxcxSN7LezCg%2FKJ0NM6NN2M9fWXQM%2Bl0Oy%2BUFD9%2Fe--0OR%2Bsg7N%2F%2BwD08Hw7zSQWjc1TVHBDxGLxBiu8a0IZrGy%2B%2B8vNhhB5TCPnTYU%2Fpqoy8S5M1ggTbng5Sk89enl3Wn1gYo%2BFC%2BkyvBZcwfGjyZ%2FFhWxTqGaX%2BRvxeyt3wDVhAteJgicChN2zebJmC0XA8jVXNCFrfaIima97RrDu149%2BFKF4yyquxop85lFP5it%7Ctkp%3ABk9SR-Kw2KDpZA&var=613848133405,
"Crucial SSD 2TB 1TB, 500GB, 240 250GB, MX500 BX500 Up to 560 MB/s SATA 2.5 Inch ",Brand New,"1,284,998.44 VND",Ope,Sponsored,https://www.ebay.com/itm/284013835495?_skw=ssd&itmmeta=01JD50P30VH35CH003ETH53R24&hash=item42208b34e7%3Ag%3AZuwAAOSwbFpg%7ERhR&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnKUzNp6BdP3WWC%2BBLskQSfgs7HEXmErhc3GgtHJNLRBhZINPQFcqywooaypRS%2BBjTjLg1Zfj2pNuT1bVKGfUoAEDCkGXz%2Bd5kUPQd9gUpN6UD%2BvkcCtxJvYCmfS0pl8Xz9IFYov%2FfDxPvYo1u50TUfUSe72CGyRao0MoqwFuueB771bOYU8SySfrYmoX%2FEsIOncxDxvYKb2Ga%2Bmaed7iIiK%2F%2B%2BQ8Rj7iA1lnIbYgARdSpz2xHXdc8i9OwoXWG%2FGvANQAdKHizdwY8SGg9hODjj%7Ctkp%3ABk9SR-Kw2KDpZA&var=585720290692,
"Western Digital Blue 3D NAND 500GB Internal 2.5"" (WDS500G2B0A) SSD TESTED",Pre-Owned,"558,822.00 VND",Ope,Sponsored,https://www.ebay.com/itm/335645003857?_skw=ssd&epid=238424006&itmmeta=01JD50P30TSRNTNV8YBCHT4HHB&hash=item4e26005051:g:GogAAOSwHJBnIbVh&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkeMmDL%2BL2OJFpWOfo8yTwJmSjQsFmYy%2F1tVfn9sG%2FeKX0Cuc0WsbpHmsflCrbtF%2Bx3zFp5W0wI9fQJOxMNqt4aelSDEPPelncVCTupQHgOH37EATiJjIzaNWIqtT7EAsKdlkbNMm%2BezlL8zCH1mIkj0QnnMhQ3%2B1qS%2Fsppnx5p%2BSeJ1NXBLZA5Duc1Wfo4bSseXZ4wIsWRkPdJLIfkufvyGP7MgNk5Yl%2FgUeGMIx8QN7FerEDpDFiKLBA2FS%2B5Bf59VgiTMq%2B1fKc1x8qbIYYI%7Ctkp%3ABk9SR-Kw2KDpZA,
Intel Optane P4800x 375GB SSD U.2 NVME PCIE SSDPE1K375GAP1 Solid State Drives,Brand New,"3,911,499.99 VND",Ope,Sponsored,https://www.ebay.com/itm/156164881593?_skw=ssd&epid=14009161958&itmmeta=01JD50P30TH5KQPM6BD8GVGEXM&hash=item245c26fcb9:g:booAAOSwkBhmGUAZ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmdHXwybSfojxF%2F5O7pE8cTTr4csCweE9FbmaatgwET0r4ps0y3tuIagD7mNICFbG8wKR1xtk%2BRb8O6OPfqniAZhKceG6ZHrMOWKs9OXvoWPQZFToh7ir3P8%2FZQ2CFMW7EABdqJJ4cgBzmL08jQ4KHEPcSO8tJlhaABTDncDQ9Lb2ut%2BB%2F9gLMicZvzs0dnWSemVZ11Qnhnnit8hibVz90%2FyXWpBoAgZj0TDvkH%2BPsZHA%3D%3D%7Ctkp%3ABk9SR-Kw2KDpZA,
IBM Intel Optane D4800X Series 750GB PCIe NVMe 2.5in U.2 SSD SSDPD21K750GAI,Pre-Owned,"5,054,799.00 VND",Ope,Sponsored,https://www.ebay.com/itm/284821944226?_skw=ssd&itmmeta=01JD50P30TC1BEQJVW67RPCGGT&hash=item4250b5f7a2:g:pQkAAOSwBm5nDpx2&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkD25VsqKXmt3bXBuVAfufOSCBQQgTU9Wvsy9hv6ycmr4S81ENHVDfDMVvPT2ydkKKtUQ%2Fu8mHUE06uzhZ5bfZNd2I5OdOOwQlRK1eqVhavssHkCrf2wfIF36dw8mNwAKR%2FZ3%2FrWXvJbcY6xtYlpAi1sKu3hDoE17xSVJjpR3YFb236kLz0SFcV%2Fvv2srx2feNLloylK2xcambu16tA3EOfS8ZDKk4X9dZJQswUrxCGCQ%3D%3D%7Ctkp%3ABk9SR-Kw2KDpZA,
"New INTEL 480GB S3510 SSD 2.5"" SATA 6Gb/s Enterprise SSD DC SERIES SSDSC2BB480G6",Brand New,"1,137,964.80 VND",Ope,Sponsored,https://www.ebay.com/itm/156177592114?_skw=ssd&itmmeta=01JD50P30TGHV0GEZP46HA2S5P&hash=item245ce8ef32:g:wz4AAOSweSNmJerq&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmJb%2Fu0w%2BD11XRbzbPP%2B0%2Beje%2FeiK1ZuG7fPvDbA2CmbMiKDIzrullKRI0sO2twUCP2Iw0%2F0Uu34osLCdSZqco0JwCjQsmt17Y7cNi1dBkDnbOadWV0qQ15sRHn65yjksjpSchWspptHXrxNuXL7d%2BXXMIoDrYM%2B8rMdLZ2tABb4yfflLnywqSgvFyJYhQhqJr0NGYbjttz3L4eZtSyOFkuriVKYfqwgrjKn22O7BKICQ%3D%3D%7Ctkp%3ABk9SR-Kw2KDpZA,
"Samsung SSD 2.5"" various sizes",Pre-Owned,"381,015.00 VND",Ope,Sponsored,https://www.ebay.com/itm/256447336064?_skw=ssd&itmmeta=01JD50P30TS3FG7ETM45YFK3AH&hash=item3bb573ce80%3Ag%3AiyQAAOSw%7EhRl9NQE&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlq%2BLJhBTgjutWqvXPbJCA7Bg%2F8PkH74GFsqRDmGlNREibOjIROkx7oH2oHRd%2FRWQC550zy8raphGxUOR%2Fw7TV%2FHTIDHW4MQUnYjMqdaLd78Pk1lCxb%2FXxyjohh9Gyyn4gSxus54DdXuqeNXuLO10IdEPMdUACg1NHHJMvTx182kagRAHqsfrGWopkaTcf48YRgME2xfcQn4WYautLYdOQ3za1IhhXyxJ8%2FsS5ZFlixOzXaf93XnuJck4%2BixEkCs6y84WY1RNvkHqQzrThSulJG%7Ctkp%3ABk9SR-Kw2KDpZA&var=557076807817,
"New Micron 7300 PRO 960GB U.2 NVMe Gen3 x4 2.5"" SSD MTFDHBE960TDF",Open Box,"2,030,809.95 VND",Ope,Sponsored,https://www.ebay.com/itm/115709488692?_skw=ssd&itmmeta=01JD50P30TM42Z1KNDKZ0JJBG3&hash=item1af0d2ae34:g:oroAAOSwBYBj7~W6&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmKKEuF4gqUOUNnlZIOLfXl06Utmx37l5aR8Fwxn5QCI9wYjCucNnrENDTDyxqbegYEQUjapLthM7zBOW9VZkyxvv%2BuDsJF7NrKMEaa3uppXZzpBtue1Ctfa4sPnvB8HQAp3dxDITRg8CGufqog%2BnZ9WN%2FXnUdFc64aunoyFlMhSvsZdNxaFPRXHtiPYzzYitQKA%2F6G721Ksz4bUKLfgQVD%2FRD9be1GOb7t7Y5n5SntjF65AelnawFoKTHS1PFiZ4EGf9%2BzOn43AjowYvhYi54W%7Ctkp%3ABk9SR-Kw2KDpZA,
"480GB 500GB 512GB SSD SATA 2.5"" Solid State Drive MIXED BRAND APPLE LAPTOP`",Pre-Owned,"634,770.99 VND",Ope,Sponsored,https://www.ebay.com/itm/405194591939?_skw=ssd&itmmeta=01JD50P30TYSX3FQ4538CN06J1&hash=item5e577acec3:g:Ef4AAOSwp-ZmiAUP&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkoBgIEsuPKxaj8tJkwigBPdw3Ri2dywgnrErAhENgjM4eiI5ngFHF0T7%2BjN2LR4QECer7OiW9skfZUm5mp29YgqIJJUWmkMx6s7dt0YDwdNixySPfbu43DOvG282Q2d2YdKcNtQKwTBXs%2FwyUil%2F4NyyC5bniMJEcSzCy%2BVDcepsBarW1NRbFpbTAZ2aVtEGWBodYc8h44c01HsQM81gAOAcAyyy%2BDWwmceaQ51lu5HQ%3D%3D%7Ctkp%3ABk9SR-Cw2KDpZA,
Patriot P320 128G 256GB 512GB 1TB 2TB 2280 M.2 PCIe Gen3x4 NVMe Internal SSD Lot,Brand New,"380,760.99 VND",Ope,Sponsored,https://www.ebay.com/itm/176462733845?_skw=ssd&itmmeta=01JD50P30T7EFT986BRG037MW5&hash=item2915ffa215%3Ag%3AQU4AAOSwZQ1mjKx9&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmpPEESLFhWgbvV9h1Q9wp2J8kYoHtbcB6%2BdgMRMRWvl8issNEFT2GJsBAs3ZWnuvhxyD5iRRtXmkb5bJh8%2F0xrD%2FfoK5PsFreqZh87QdpPKDTMiaQLS0eTPvzzDgGKlMPq8rmR4PsdAaBH7um11gn%2BwEGexTyp2mE5kc%2FWvOSkO6tSBEtS8%2FVwfLQU0sL9j4QQOGh51QWamvztHI087QGzn%2Fe4Kwd%2F6AW9x6tPYixyrHTn60yzPVe2uqHTjj1p7gosu1VOFjNo%2BIuU%2B4ldeR0x%7Ctkp%3ABk9SR-Cw2KDpZA&var=476036291180,
