Name,Status,Price,Stars,Ratings,URL,UPC
Xtra-PC Pro 64,Brand New,"1,269,795.99 VND",Ope,Sponsored,https://www.ebay.com/itm/125991830338?_skw=pc&itmmeta=01JD4Z47C1K88PKTFZZNXH0T6F&hash=item1d55b2c342:g:ubYAAOSwoQBiKSfv&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnXKcHRZ0NnAg5bzs9Gur6QKaN0BYUVQ6Iza0oeqPUEK3b8z3MVhAvF7mVYQIHspjEy9yao6q%2FZXNCd68mudJncLoEvOoaFcfhu9wagDWIVOg6u2rjtm1ZaW%2Bmh2735zod6ZRWK1UhPsoQ%2FIwKZ20WfxLeB%2BPBbDoqnGBRwHrFvyHFUR75ftWJsTGCeDQaetkjGCwCcBtF9zwYVh4nXWF74dpWwUy2yd5mKRqH6918C0%2BvAAZpz0f0L%2F0Lz6Hf60LKqJRJM1%2FI%2FJtEQC2nGwv3L%7Ctkp%3ABFBMmPaQn-lk,
HP Desktop Computer Mini Pc AMD Ryzen 5 Up To 32GB RAM 1TB SSD Windows 10 Pro,Excellent - Refurbished,"1,909,647.18 VND",Ope,Sponsored,https://www.ebay.com/itm/286165081933?_skw=pc&itmmeta=01JD4Z47C1G3HFAS1A0472Z3CM&hash=item42a0c49f4d%3Ag%3A6OYAAOSwZ5pnN7Mx&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlffO7obePK%2B5Ni9p1OU2%2BGKqY4LPeDgcKq%2FiroiuaJpBu2Bvm9IHXzdZqypa1uCGo3I8bkLMKDLnBUboFtPG7D5tFg4gq%2FJaE2NhbPgecRA31Kwx8TJSQnG0IGbJ1h1tb80T3uBJo%2BLvQssnWNtSgTzb8DSFF%2Bo%2Ff%2FAwnowJ9DRn8bZE4HctnoEF6stD85CqRmQiI%2BEZOVJFrq43EkiisX%2FJCAlIYmRKWF%2BQy2bJAv%2Bw%3D%3D%7Ctkp%3ABk9SR5j2kJ_pZA&var=588279513246,
Mini PC Inter-Tech Intel Celeron j4005 / 4GB RAM / 240GB SSD / WIN 10 Pro OEM,Pre-Owned,"919,412.97 VND",Ope,Sponsored,https://www.ebay.com/itm/395774701737?_skw=pc&itmmeta=01JD4Z47C1PZMSKACDX37BME7D&hash=item5c2602b0a9:g:FLQAAOSwdFVnBTpd&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmcGrHPi3X8F1KZqzZj5Zpm6jt%2FAn5ZGCpkrXCUNiqSayqpXNlMjJvpPoFe3nVOkUmDdxkHf7LYYdnYOKnSRTv2m6P16dm4aa83pvBh6Xa4UwZO7nHPw5JyOHHj7wIM14B3EFKxMugtu4BNGisvTLf8cNQykplWtoF0B2bmXi%2FmP%2BR8IKqkOEOQNRQD4AyXU%2BFmxCbwdPFQ%2FiaOzOgSm4LjlA%2Fi1vfHflFkXvzgIXj5VA%3D%3D%7Ctkp%3ABk9SR5j2kJ_pZA,
Dell Desktop Computer SFF Intel i5 16GB RAM 500GB SSD Windows 10 Pro Wi-Fi,Excellent - Refurbished,"3,936,646.98 VND",Ope,Sponsored,https://www.ebay.com/itm/265313420751?_skw=pc&epid=2272403201&itmmeta=01JD4Z47C8RAR75690WCC1G5K0&hash=item3dc5e985cf:g:HPUAAOSwAhJmMNOD&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmXEbo9K%2FZ34vRXeA9zLaMzeKVGzu6ZE06QsRuZYqj6dgYEplL6SY2H3ywdgxmOja5mpepOghVdCak60Mg25R8ws0BaqqJRbRB6Rfa9ZtvOtEaB9l%2BuGySrSBgzc%2Fpgrb6fwh2nTN4A9uvDwNvfOFIJD8b1RmFP1G2PF8p0SJh%2Ft2NzgxP73By1%2BXS2WRpCVHHMZQ5r3eqrdTaQ9yY5W0bDoM5itiEJTmSaRhMJrZAlfIhTZcsDRQa9264OtA6LOpsueXZwDQrAG007o6N%2BynPD%7Ctkp%3ABFBMuPaQn-lk,
Dell Desktop Computer PC SFF Intel Processor 16GB RAM 1TB HDD Windows 10 WiFi BT,Very Good - Refurbished,"3,301,875.99 VND",Ope,Sponsored,https://www.ebay.com/itm/385607483449?_skw=pc&itmmeta=01JD4Z47C8X921JRRFS4NMDS8X&hash=item59c7ff4039:g:t-wAAOSwxaRm6Kcm&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmtAGa9jxYNeAOT4afsGExrGlCjdKbA1BFykMSu3cMeos7RaPa1%2BJNmXTWN1WwBDJtTPf1yK3ViFAfs5hhAl0lHOjQh%2BFj4O5AViZpImlNRjQE8j8ZhBfKT41%2FazuBYNuBsd0smIh9hFtA5t0gMVWc8Y6os4vws0XPmktXed2dYlI65z5vkPvp7vVQeZce15jp4dH6GVQ04oFxy4IKSCLvy4HkaOjYpL34YLEE3bb5bHd5LVN6W7lw8u59BUUH7sTaVGFjamQELt5L54dl6bZh4%7Ctkp%3ABFBMuPaQn-lk,
"Gaming PC Computer Intel Quad Core i5, 8GB DDR3 RAM, 1TB + 120GB SSD, Windows 10",Excellent - Refurbished,"4,831,710.09 VND",Ope,Sponsored,https://www.ebay.com/itm/125568431118?_skw=pc&itmmeta=01JD4Z47C8169J1M3MB3MBX2WG&hash=item1d3c76340e%3Ag%3ABnUAAOSwVRlnGh%7Ex&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKn%2BS1hC8%2Fw2p2dmVil46pCD4EilptCQhLwc22sZWBmgmhCQFV8mTJl%2Bfl9hym2rOvsmENTMLr5jSIIfY4jYPCAcHodbN495jAB4NzD%2Byj%2BEqSI81lRzwJk8Ai46ZkOPDCCVyT3ege8vx6nM3S%2FMxOgMh3Xev%2Fky6ODIHVaHjit2WrC92NSMskvD8M01qiNqlOgOlUvZHDqa9vJrPshossMmcnz2QvpsznvrnFQ11%2F02pg%3D%3D%7Ctkp%3ABk9SR7j2kJ_pZA&var=426607999830,
"HP ProDesk 600 G3 Micro PC, Core i5 6th Gen, 8GB RAM, 128GB SSD, Windows 11",Good - Refurbished,"2,576,761.72 VND",Ope,Sponsored,https://www.ebay.com/itm/364982577677?_skw=pc&itmmeta=01JD4Z47C8HJ52Y9HQX1J0CNQZ&hash=item54faa82a0d:g:c84AAOSwx7tmn2n9&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkI50Hq8awueaYrtpBLgRlzdziPxY2whbX%2B16vWK97Isx3g2xEmzzEVN%2B5fpatdWGZ5m6h11kHXdOkgbZGbOoJOwTr71z5bw8zlxfFTD7jjydP2Xb4J2SpWs29%2BzpPgzJrEOPEOUVlUMFzFPWrgvmnXGZ6yeUOJzy1gsIS9adtC6tJohuHaHpkCiM3NZs29fFmoTf%2Bet%2BBaVUqkP0zLmSzcEaK9I4puJtn8rD5XRj0NdOjGpfQINmcgFkOK4oB9BjRteL5WAlbo46gS4Sbj6t9z%7Ctkp%3ABk9SR7j2kJ_pZA,
Lenovo ThinkCentre M710q 256/512GB NVMe SSD i3 i5 i7 8/16/32GB RAM WiFi Win,Very Good - Refurbished,"2,745,319.76 VND",Ope,Sponsored,https://www.ebay.com/itm/404310802141?_skw=pc&itmmeta=01JD4Z47C859K4RWVMF0D9QKZS&hash=item5e22cd3edd%3Ag%3AUE8AAOSwdNdmY4bu&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnWxwQz6OSS2GxXms%2FiGWigDrsiu4CRugslln9PnO%2BZpepFu74RkMCk2WRwdf4yMek6ITJdibTTjGGst9%2Fz9oTN%2FWgDAKzknNgAfGZbgvBNB4N%2Fi86K9YCXVSKKl6YTz%2FyMsxaPIkd75nMpfDcCNTM6gyZ2TIydO%2FfOchZL5xGWMCCT2MzNeOXyPhYoV7p4ADWd8npZ%2BjQhsVeTCGpM2kNkVP%2BK%2F74JGgV6zA%2FibdCfHAeVE9LQmYqtDIol9KLAGpCKKJv%2FOhr7GxooEdAx%2FZi5%7Ctkp%3ABk9SR7j2kJ_pZA&var=674484260518,
Lenovo Desktop i5 Computer PC SFF 8GB RAM 250GB HDD Windows 10 Wi-Fi DVD/RW,Very Good - Refurbished,"1,502,469.15 VND",Ope,Sponsored,https://www.ebay.com/itm/285778537473?_skw=pc&itmmeta=01JD4Z47C88DGYSJ62MJAAT6M5&hash=item4289ba6c01:g:WnAAAOSwL0JmepUW&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlN084F%2FNFeKLmTbukKCXEwaPbqRW%2FukirwgonDmjZLO5%2FPFy5brM0zcXK4vY66JgX6Lw%2FwlHPwhCY0zWJZvG8Z3epkKVRrAXnNcOx0SHtF32ACaBzVN4wrk9LzrJUGsBSWFNPKRZqFmKslXJT5iR4SXghYeH8yype8js8fWqlI8EdA612pk5Tyxr3QVPD6cTvqzcFV3qku%2BfkVZL8Ow1eoutb2Ff8JAqWa6BTtDFATJQ%3D%3D%7Ctkp%3ABk9SR7b2kJ_pZA,
Lenovo ThinkCentre m910x Tiny PC i5-7500 3.4GHz 16GB 512gb SSD W 11 pro desktop,Excellent - Refurbished,"3,479,682.99 VND",Ope,Sponsored,https://www.ebay.com/itm/226392053571?_skw=pc&itmmeta=01JD4Z47C8NQ1AVYPSYNP46CE7&hash=item34b6049743:g:rFUAAOSwfFlnBtrb&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKni4F0SeIP12zN2MdeuJMxL0Gpp10PCut2cuT4ForqBU6%2F2UcIyQHRKYdkDGc3ORZ69CZ1a2eIt%2FB5ojEwyivWK0wqIX64e7HFBqm5XLCUFz4x%2B8mEsNPzpZ%2FRRIEbxEvtGeN%2B80FbtzBQ1XhkIslrtOICRKnH8XXvJgN8J%2FszafCGNx3U129uPb07w2IXjjllj62QPJTnkcwXtN%2BqJPqQBZlAnCrjuyMSJ6wBFk8WoGg%3D%3D%7Ctkp%3ABk9SR7b2kJ_pZA,
