Name,Status,Price,Stars,Ratings,URL,UPC
"NewPad 10 Tablet 10.1"" 64GB NEW",Brand New,"1,244,394.99 VND",Ope,Sponsored,https://www.ebay.com/itm/335478423185?_skw=tablet&itmmeta=01JD6DMSJKX2S97PMQ5HJT53YQ&hash=item4e1c127e91:g:YxIAAOSwK8NmjX5e&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmetqnbzr1bS3SMvfme5yc8%2BPGeVvbkmxub8bZNswtnJD983HUkZqkfr2BIcRXqJrYa6cGap1iX%2F6yrjcVNr0C29RpyqYGu47QKkPxMllWt49CdjwXgO32SDgSjMWbNw7N5EdluwXqglXm7scLvvn94eWMi0Mg1uTqsNg8JkKN000Bi2EodEyWFnNgeE4Cp2UJTGnb95NTHB8UqNM%2FBsuuyn8iQCdgAK6NYQ4LId06VoJ9xJST7BM6BxVi1dn3mqj8%2B%2FGP8yZfDHswBMCGuT8JM%7Ctkp%3ABFBMxpnTzelk,
Samsung Galaxy Tab E / SM-T560 / Tablet PC WiFi,Pre-Owned,"1,076,595.98 VND",Ope,Sponsored,https://www.ebay.com/itm/196833154559?_skw=tablet&itmmeta=01JD6DMSJKRS0V5SYXT54Y67AC&hash=item2dd42b95ff:g:le4AAOSwAuFnPkHL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKksRYSvs%2BGfpNO%2Bwf5sGBlecq8YNk3n89Sc8kHGIyY9bqmxuASFQE1OtV6yc0OPFHvV41fdTTjMFnCTsv8dIJ5coznCSedInn0SE74kIM9ZR96n765g4awQoZydsqZxND66jtvn1BHjqNc8SxzHtsW31U4wPjZRKnLDrmCbqW5wpQzbd%2FrSlXTuPRjr4G2u9IWzk6B9whkOpc6tIPiR76sLouBbnAUm4EV%2BlXeexmsZvdz8dL3Y3tIuyiW3cJ2z%2BFprIH%2FtrzzDnBVCcyozvkiz%7Ctkp%3ABk9SR8iZ083pZA,
"Apple iPad Air 2 9.7"" Space Gray 16GB A1566 MGL12LL/A Wi-Fi Only Very Good (BH)",Very Good - Refurbished,"1,522,789.95 VND",Ope,Sponsored,https://www.ebay.com/itm/196829286277?_skw=tablet&epid=22064958764&itmmeta=01JD6DMSJKE7XCC51RVFGB6SN8&hash=item2dd3f08f85:g:knYAAOSw0rRhr4vL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm7aVTGftdmYKYK5vKbWemh8mItROBDF8sCjxLsgb6R96U7y%2BlHkkns2FmeI9ZUHFYhbnOzesAxve3CxuapnGtQzUT9XKcUFEP%2BLBzoW6Pj2KW7960ylO9rrnnyn9tnk6ZHQu5g5aGQkKvYZG%2FqMSb2%2Fnr1VzEla6aVH0iS51BfaXCF7fwc0KnmszoJBg%2FYba9ROgA6xae0JAiQh%2BZqxGflSkfeo3UrP2w9T9wc3woRixmolr%2BcRWCHdDTyPlZrOxa9i8cmEGdHtTjV9kneTykl%7Ctkp%3ABFBMyJnTzelk,
Apple iPad (7th Generation) A2200 128 GB Wi-Fi + 4G 10.2 Space Gray VERIZON 7,Open Box,"5,331,161.88 VND",Ope,Sponsored,https://www.ebay.com/itm/226459095638?_skw=tablet&epid=6034330906&itmmeta=01JD6DMSJYY7YT00RQKM68PJSN&hash=item34ba039256:g:NJAAAOSwdB9nPmm9&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkq--vpPdjLOZMEudPl%2BpHc4jlvnOo9WFcNnDWJSqMci%2FyvZ89GZIBWjsyPcCmEugKKfmBwAf5UH60%2BIa0f12TWQ4Z%2FLDw7ZdJ%2FG2Cttxr9jKjzGnqc6UFGzvnpvxyc3w7Di3ks86rHb4dcpAyra7zV3M7T52BQjwiktOdMB%2B6z0mdMh89lZCMarwJT1cDxRpe%2FbDyLk00p0SQqBiKRqfORCt2PcF8oubIiEsXdDKXbIa6gMwM3BuFSKISrTYqGTwiWZqrDP24d3mzOyRWjUzfP%7Ctkp%3ABFBM5JnTzelk,
"DOOGEE T20 Ultra Tablet 12 Inch, 10800mAh 32GB+256GB Android 13 Gaming Tablet 4G",Brand New,"6,324,849.00 VND",Ope,Sponsored,https://www.ebay.com/itm/364459300961?_skw=tablet&itmmeta=01JD6DMSJYXWG44M44K2AT62HM&hash=item54db779861:g:xGEAAOSwu2Bm2tfv&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKk8JhZnpvw8kmSWMnKcL0pQLGLT2jThoQgHRRx5soN1xV1eqArAGe1bkcoB3GgFDCvlEivu8xuXvUitfFlS2W1p6OblHYlW%2Fa%2FBAGqgk3x1N9rExVYKmNwdFKwsCbz1YhI%2FcZzJFIHUOM8GygtG0Zm7Em5HmOPuiMPa7dV1juJJUinksHXZV3jjIEinpLZcuAhDtg1CXDDku1ZVXdORWZo20boWmgvd6lBqZP11ptRQ5A%3D%3D%7Ctkp%3ABk9SR-KZ083pZA,
"Apple iPad Air 2   (A1567), 16GB - Space Gray 8/10",Open Box,"1,498,404.99 VND",Ope,Sponsored,https://www.ebay.com/itm/275939623955?_skw=tablet&itmmeta=01JD6DMSJZBGBYST9VTN465JZR&hash=item403f488413:g:9-AAAOSw9QljUB7x&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlGij%2BROwRuvICwM4vO%2BFZH62iOMI2PrCAPxLtZ0uCXO%2FEeFZyIURIUernrtmf8AWhQ8fLHPPGn1H1VJcL1MnSN%2Fnz0L%2Fwd49ZEghNLNBqzW5zVpfoUDjo1P9IbYbapNGN%2FhB8Gx1MsnaOwuj8AUhU7m7YW0mB0llMafBDVbHSWzyvT27e9DaY0HtDWVjiIwgbLnMNvVo6KfPD8XBTqX1q8MXh%2Fh8sfGZbO4rYw8%2FNHwQOYN%2BDzHKnqqh7%2Bvf4m2yGKKYiJlaR6urcfRgXE%2B2Y6%7Ctkp%3ABFBM5JnTzelk,
"Kids Tablet PC 7 Inch Android bundle Free Case, WIFI, Dual Camera, bluetooth",Brand New,"1,286,931.25 VND",Ope,Sponsored,https://www.ebay.com/itm/276346693150?_skw=tablet&itmmeta=01JD6DMSJY6Y4RMYTD6AVZDQ75&hash=item40578be61e%3Ag%3A%7E5IAAOSwt8ZlzLhI&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmgum%2FkotdOH62midmflF98VwTen3xdDdE9J1eCtfRqQsjVbhOPZJ%2BzRjRHYcFokmUEneQi4oOryYqtZqppuSq70YAGFznG8OYQ5GX50W6oo6awKshk16SvlLH6CXdvA8Ler1wGS%2Brmjb6f%2Fn8Eu4q3JyAYKG9TQ8J0CCvv6Zp610vxeGOdezL6GyRilCp%2FF2hyOYnire%2BC4Vja%2B7SQnlc8oZPcTtCy2qTzl5aLjwj77g%3D%3D%7Ctkp%3ABk9SR-KZ083pZA&var=578811367063,
"Ematic ETH103PR Cinema Tab 13.3"" Touchscreen Dual-Core Processor 1GB RAM 8GB",Brand New,"1,827,855.96 VND",Ope,Sponsored,https://www.ebay.com/itm/166468733898?_skw=tablet&itmmeta=01JD6DMSJYDGTMPVMRST8XH3P4&hash=item26c24f4bca:g:iEYAAOSweFZlZ591&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlBQaS5P8s40SMFkToVfOaACYh1p7%2FwKVXqdPJudwxwzcZ0yum6xvhYk7gEHINiBjvBd6fJcXoylmrd2aI%2FJAjbcoDmH6j8DEEYsU4Gtqr0ymqwsbnDsCoAbVLhhhnnlQk8ynx9ym66cUa7KiE%2BAWOCj7afmoYywm3cm3db%2Fnz31s4l7UIqdXxRp46jOIjPXUnObSDYiJokcidglaeGDwZ4BBQ5L%2F5TIhoJvMHr1OClCmDqaX0RdvG2Kw8Z0QGlCDbYiOhCAill9cC3XybF%2FV%2FO%7Ctkp%3ABk9SR-KZ083pZA,
Apple iPad 10 (2022) Blue Silver Pink Yellow 64GB 256GB WiFi or Cellular - Good,Good - Refurbished,"8,255,070.99 VND",Ope,Sponsored,https://www.ebay.com/itm/156050042033?_skw=tablet&itmmeta=01JD6DMSJYC889Z71H2K459KK3&hash=item24554eacb1%3Ag%3AFHYAAOSwFTxlxAIf&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlFbxnD5vJ3FK1jR599zDoLpFEo3uPiuBYlemFPM78YfVHh5z%2FXKV30D9tdXxehRkAE6UvEny2eiH58lshFvPnMtmwVrbgsN65MbbLZwIIKHUdfmHue4DnnuRXHNfF1GNlQtusdm%2FmC8qqusXOhbuCH3pMcz8TubHIFN%2BhoUg8p2MHZTK5MZPVaub0D2uI33AH1%2FLEMl7Smml2Kbya5SuH4Qgy2oxFyftHjnEITDknVQA%3D%3D%7Ctkp%3ABk9SR-KZ083pZA&var=456698685113,
"Maxwest Astro 8R 8"" HD 32GB 4G LTE WiFi Android Tablet, Unlocked, Factory Sealed",Brand New,"1,522,789.95 VND",Ope,Sponsored,https://www.ebay.com/itm/145569332090?_skw=tablet&itmmeta=01JD6DMSJYY61N78Y8EBQMVZC6&hash=item21e49bbb7a:g:nusAAOSwwbdm5ab0&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnneBFYyXvnVrp1ja74KJkWa9oD%2Bshy6ou4KEa40rZ0MJ0Hr6dv1BIHMHddp7qdpbCZgmBqfD7hPdywddOWlWnMCJheQHeZ4RlYI%2B8GoX0%2FVksjHcUhKNvQ9uOY47O%2FOJ1xPtp8N3RHPDZuxMMjWJi9Lk9RkbWexpyb%2Bq5QtqcCdZwnvZBlVB2iW3M5aalAYb34rZuJx48r35WwnRNDyDKrqLyzDnQLho9ob%2B5hRqUtXqKpx5om%2B%2F12744nCmjQXO41HfM4WS6p74MCU9Dbr%2Fjl%7Ctkp%3ABk9SR-KZ083pZA,
